Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,sample_type,source_material_id,SRA Study,timepoint,treatment
SRR10022211,AMPLICON,602,49324268,PRJNA560950,SAMN12611774,Metagenome or environmental,28427661,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759233,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M26W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M26W3,feces,M26W3,SRP219296,W3,Tapioca
SRR10022212,AMPLICON,602,48492906,PRJNA560950,SAMN12611775,Metagenome or environmental,28464980,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759232,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M26W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M26W4,feces,M26W4,SRP219296,W4,Tapioca
SRR10022213,AMPLICON,602,38562916,PRJNA560950,SAMN12611659,Metagenome or environmental,23145423,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759231,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F03W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F03W3,feces,F03W3,SRP219296,W3,Potato
SRR10022214,AMPLICON,602,42174916,PRJNA560950,SAMN12611776,Metagenome or environmental,24839099,UNIVERSITY OF ALBERTA,2017-10-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759230,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M27W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M27W0,feces,M27W0,SRP219296,BL,Potato
SRR10022215,AMPLICON,602,45424512,PRJNA560950,SAMN12611777,Metagenome or environmental,26942337,UNIVERSITY OF ALBERTA,2017-10-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759229,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M27W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M27W1,feces,M27W1,SRP219296,W1,Potato
SRR10022216,AMPLICON,602,49599382,PRJNA560950,SAMN12611778,Metagenome or environmental,29059697,UNIVERSITY OF ALBERTA,2017-10-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759228,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M27W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M27W2,feces,M27W2,SRP219296,W2,Potato
SRR10022217,AMPLICON,602,38073490,PRJNA560950,SAMN12611779,Metagenome or environmental,22811987,UNIVERSITY OF ALBERTA,2017-11-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759227,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M27W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M27W3,feces,M27W3,SRP219296,W3,Potato
SRR10022218,AMPLICON,602,46627308,PRJNA560950,SAMN12611780,Metagenome or environmental,27727523,UNIVERSITY OF ALBERTA,2017-11-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759226,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M27W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M27W4,feces,M27W4,SRP219296,W4,Potato
SRR10022219,AMPLICON,602,48355650,PRJNA560950,SAMN12611781,Metagenome or environmental,28475768,UNIVERSITY OF ALBERTA,2017-10-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759225,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M28W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M28W0,feces,M28W0,SRP219296,BL,Tapioca
SRR10022220,AMPLICON,602,41072654,PRJNA560950,SAMN12611782,Metagenome or environmental,24434118,UNIVERSITY OF ALBERTA,2017-10-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759224,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M28W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M28W1,feces,M28W1,SRP219296,W1,Tapioca
SRR10022221,AMPLICON,602,42952700,PRJNA560950,SAMN12611783,Metagenome or environmental,25325635,UNIVERSITY OF ALBERTA,2017-10-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759223,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M28W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M28W2,feces,M28W2,SRP219296,W2,Tapioca
SRR10022222,AMPLICON,602,55163668,PRJNA560950,SAMN12611784,Metagenome or environmental,32198368,UNIVERSITY OF ALBERTA,2017-10-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759222,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M28W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M28W3,feces,M28W3,SRP219296,W3,Tapioca
SRR10022223,AMPLICON,602,45297490,PRJNA560950,SAMN12611785,Metagenome or environmental,27093377,UNIVERSITY OF ALBERTA,2017-11-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759221,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M28W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M28W4,feces,M28W4,SRP219296,W4,Tapioca
SRR10022224,AMPLICON,602,39623640,PRJNA560950,SAMN12611660,Metagenome or environmental,23194014,UNIVERSITY OF ALBERTA,2017-10-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759220,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F03W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F03W4,feces,F03W4,SRP219296,W4,Potato
SRR10022225,AMPLICON,602,43143534,PRJNA560950,SAMN12611786,Metagenome or environmental,25832322,UNIVERSITY OF ALBERTA,2017-10-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759219,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M29W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M29W0,feces,M29W0,SRP219296,BL,Maize
SRR10022226,AMPLICON,602,48929958,PRJNA560950,SAMN12611787,Metagenome or environmental,29012605,UNIVERSITY OF ALBERTA,2017-10-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759218,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M29W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M29W1,feces,M29W1,SRP219296,W1,Maize
SRR10022227,AMPLICON,602,54886748,PRJNA560950,SAMN12611788,Metagenome or environmental,32228090,UNIVERSITY OF ALBERTA,2017-10-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759217,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M29W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M29W2,feces,M29W2,SRP219296,W2,Maize
SRR10022228,AMPLICON,602,49364602,PRJNA560950,SAMN12611719,Metagenome or environmental,28016995,UNIVERSITY OF ALBERTA,2017-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759216,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F16W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F16W3,feces,F16W3,SRP219296,W3,Maize
SRR10022229,AMPLICON,602,49378448,PRJNA560950,SAMN12611722,Metagenome or environmental,28713853,UNIVERSITY OF ALBERTA,2017-10-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759215,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F17W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F17W1,feces,F17W1,SRP219296,W1,Control
SRR10022230,AMPLICON,602,49218316,PRJNA560950,SAMN12611723,Metagenome or environmental,28362234,UNIVERSITY OF ALBERTA,2017-10-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759214,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F17W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F17W2,feces,F17W2,SRP219296,W2,Control
SRR10022231,AMPLICON,602,49547610,PRJNA560950,SAMN12611724,Metagenome or environmental,28977187,UNIVERSITY OF ALBERTA,2017-11-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759213,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F17W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F17W3,feces,F17W3,SRP219296,W3,Control
SRR10022232,AMPLICON,602,45409462,PRJNA560950,SAMN12611727,Metagenome or environmental,26092340,UNIVERSITY OF ALBERTA,2017-10-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759212,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F18W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F18W1,feces,F18W1,SRP219296,W1,Control
SRR10022233,AMPLICON,602,41477198,PRJNA560950,SAMN12611728,Metagenome or environmental,24274299,UNIVERSITY OF ALBERTA,2017-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759211,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F18W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F18W2,feces,F18W2,SRP219296,W2,Control
SRR10022234,AMPLICON,602,46457544,PRJNA560950,SAMN12611729,Metagenome or environmental,26875134,UNIVERSITY OF ALBERTA,2017-11-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759210,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F18W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F18W3,feces,F18W3,SRP219296,W3,Control
SRR10022235,AMPLICON,602,42469896,PRJNA560950,SAMN12611726,Metagenome or environmental,24510094,UNIVERSITY OF ALBERTA,2017-10-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759209,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F18W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F18W0,feces,F18W0,SRP219296,BL,Control
SRR10022236,AMPLICON,602,29823682,PRJNA560950,SAMN12611654,Metagenome or environmental,17520455,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759208,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F02W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F02W3,feces,F02W3,SRP219296,W3,Tapioca
SRR10022237,AMPLICON,602,47019812,PRJNA560950,SAMN12611676,Metagenome or environmental,27534572,UNIVERSITY OF ALBERTA,2017-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759207,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F08W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F08W0,feces,F08W0,SRP219296,BL,Maize
SRR10022238,AMPLICON,602,28663026,PRJNA560950,SAMN12611649,Metagenome or environmental,16597031,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759206,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F01W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F01W3,feces,F01W3,SRP219296,W3,Control
SRR10022239,AMPLICON,602,52398682,PRJNA560950,SAMN12611764,Metagenome or environmental,30466045,UNIVERSITY OF ALBERTA,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759205,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M24W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M24W3,feces,M24W3,SRP219296,W3,Control
SRR10022240,AMPLICON,602,33650596,PRJNA560950,SAMN12611761,Metagenome or environmental,20069524,UNIVERSITY OF ALBERTA,2017-09-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759204,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M24W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M24W0,feces,M24W0,SRP219296,BL,Control
SRR10022241,AMPLICON,602,38811542,PRJNA560950,SAMN12611760,Metagenome or environmental,23279227,UNIVERSITY OF ALBERTA,2017-10-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759203,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M23W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M23W4,feces,M23W4,SRP219296,W4,Tapioca
SRR10022242,AMPLICON,602,37086812,PRJNA560950,SAMN12611759,Metagenome or environmental,22168200,UNIVERSITY OF ALBERTA,2017-10-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759202,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M23W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M23W3,feces,M23W3,SRP219296,W3,Tapioca
SRR10022243,AMPLICON,602,41102754,PRJNA560950,SAMN12611758,Metagenome or environmental,24654739,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759201,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M23W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M23W2,feces,M23W2,SRP219296,W2,Tapioca
SRR10022244,AMPLICON,602,50728734,PRJNA560950,SAMN12611757,Metagenome or environmental,30173792,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759200,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M23W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M23W1,feces,M23W1,SRP219296,W1,Tapioca
SRR10022245,AMPLICON,602,46425638,PRJNA560950,SAMN12611756,Metagenome or environmental,27929952,UNIVERSITY OF ALBERTA,2017-09-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759199,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M23W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M23W0,feces,M23W0,SRP219296,BL,Tapioca
SRR10022246,AMPLICON,602,38672480,PRJNA560950,SAMN12611657,Metagenome or environmental,22499440,UNIVERSITY OF ALBERTA,2017-09-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759198,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F03W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F03W1,feces,F03W1,SRP219296,W1,Potato
SRR10022247,AMPLICON,602,42914774,PRJNA560950,SAMN12611755,Metagenome or environmental,26024779,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759197,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M22W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M22W4,feces,M22W4,SRP219296,W4,Maize
SRR10022248,AMPLICON,602,48908888,PRJNA560950,SAMN12611754,Metagenome or environmental,29199444,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759196,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M22W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M22W3,feces,M22W3,SRP219296,W3,Maize
SRR10022249,AMPLICON,602,44436028,PRJNA560950,SAMN12611753,Metagenome or environmental,26930264,UNIVERSITY OF ALBERTA,2017-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759195,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M22W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M22W2,feces,M22W2,SRP219296,W2,Maize
SRR10022250,AMPLICON,602,36054984,PRJNA560950,SAMN12611752,Metagenome or environmental,21791022,UNIVERSITY OF ALBERTA,2017-09-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759194,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M22W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M22W1,feces,M22W1,SRP219296,W1,Maize
