Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,ReleaseDate,Sample Name,sample_title,seq_methods,SRA Study,create_date,version
SRR3053355,AMPLICON,500,14773822,PRJNA306884,SAMN04370202,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9777775,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample3_DuringRS,human,gut,fecal,SRX1501697,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_7_S20_L001_R1_001.fastq.U029_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_7,U029_7,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053356,AMPLICON,500,19172271,PRJNA306884,SAMN04370203,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12798877,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U029_Sample4_DuringRS,human,gut,fecal,SRX1501698,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U029_8_S32_L001_R1_001.fastq.U029_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U029_8,U029_8,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053357,AMPLICON,500,14582180,PRJNA306884,SAMN04370204,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9571861,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample1_BeforeRS,human,gut,fecal,SRX1501699,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_1_S117_L001_R1_001.fastq.U031_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_1,U031_1,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053358,AMPLICON,500,20517837,PRJNA306884,SAMN04370205,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13470630,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample2_BeforeRS,human,gut,fecal,SRX1501700,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_2_S126_L001_R1_001.fastq.U031_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_2,U031_2,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053359,AMPLICON,500,27733635,PRJNA306884,SAMN04370206,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18192091,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample3_BeforeRS,human,gut,fecal,SRX1501701,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_3_S156_L001_R1_001.fastq.U031_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_3,U031_3,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053360,AMPLICON,500,14704239,PRJNA306884,SAMN04370207,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9710286,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample4_BeforeRS,human,gut,fecal,SRX1501702,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_4_S103_L001_R1_001.fastq.U031_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_4,U031_4,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053361,AMPLICON,500,18362765,PRJNA306884,SAMN04370208,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12102347,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample1_DuringRS,human,gut,fecal,SRX1501703,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_5_S105_L001_R1_001.fastq.U031_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_5,U031_5,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053362,AMPLICON,500,17036881,PRJNA306884,SAMN04370209,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11500937,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample2_DuringRS,human,gut,fecal,SRX1501704,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_6_S173_L001_R1_001.fastq.U031_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_6,U031_6,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053380,AMPLICON,500,10861567,PRJNA306884,SAMN04370210,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7251620,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample3_DuringRS,human,gut,fecal,SRX1501709,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_7_S68_L001_R1_001.fastq.U031_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_7,U031_7,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053386,AMPLICON,500,14457237,PRJNA306884,SAMN04370211,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9575039,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U031_Sample4_DuringRS,human,gut,fecal,SRX1501710,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U031_8_S56_L001_R1_001.fastq.U031_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U031_8,U031_8,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053387,AMPLICON,500,24215218,PRJNA306884,SAMN04370212,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16073076,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample1_BeforeRS,human,gut,fecal,SRX1501711,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_1_S151_L001_R1_001.fastq.U032_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_1,U032_1,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053388,AMPLICON,500,19162550,PRJNA306884,SAMN04370213,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12719658,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample2_BeforeRS,human,gut,fecal,SRX1501712,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_2_S122_L001_R1_001.fastq.U032_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_2,U032_2,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053389,AMPLICON,500,25842006,PRJNA306884,SAMN04370214,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17119587,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample3_BeforeRS,human,gut,fecal,SRX1501713,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_3_S152_L001_R1_001.fastq.U032_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_3,U032_3,MiSeqIllumina,SRP067761,2015-12-24T10:01:00Z,1
SRR3053390,AMPLICON,500,20746117,PRJNA306884,SAMN04370215,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13686851,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample4_BeforeRS,human,gut,fecal,SRX1501714,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_4_S121_L001_R1_001.fastq.U032_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_4,U032_4,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053391,AMPLICON,501,15288051,PRJNA306884,SAMN04370216,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10080328,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample2_DuringRS,human,gut,fecal,SRX1501715,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_6_S101_L001_R1_001.fastq.U032_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_6,U032_6,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053392,AMPLICON,500,26469332,PRJNA306884,SAMN04370217,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17731069,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample3_DuringRS,human,gut,fecal,SRX1501716,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_7_S170_L001_R1_001.fastq.U032_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_7,U032_7,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053393,AMPLICON,501,21710539,PRJNA306884,SAMN04370218,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14568288,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U032_Sample4_DuringRS,human,gut,fecal,SRX1501717,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U032_8_S168_L001_R1_001.fastq.U032_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U032_8,U032_8,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053410,AMPLICON,500,24012847,PRJNA306884,SAMN04370219,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15650588,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample1_BeforeRS,human,gut,fecal,SRX1501724,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_1_S111_L001_R1_001.fastq.U033_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_1,U033_1,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053411,AMPLICON,500,28893820,PRJNA306884,SAMN04370220,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18912599,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample2_BeforeRS,human,gut,fecal,SRX1501734,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_2_S131_L001_R1_001.fastq.U033_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_2,U033_2,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053434,AMPLICON,500,24462865,PRJNA306884,SAMN04370221,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16099945,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample3_BeforeRS,human,gut,fecal,SRX1501735,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_3_S132_L001_R1_001.fastq.U033_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_3,U033_3,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053458,AMPLICON,501,16939005,PRJNA306884,SAMN04370222,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11090811,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample4_BeforeRS,human,gut,fecal,SRX1501736,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_4_S102_L001_R1_001.fastq.U033_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_4,U033_4,MiSeqIllumina,SRP067761,2015-12-24T10:00:00Z,1
SRR3053459,AMPLICON,500,3341656,PRJNA306884,SAMN04370223,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",2239702,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample1_DuringRS,human,gut,fecal,SRX1501737,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_5_S19_L001_R1_001.fastq.U033_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_5,U033_5,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053460,AMPLICON,500,16242996,PRJNA306884,SAMN04370224,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10827354,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample2_DuringRS,human,gut,fecal,SRX1501738,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_6_S31_L001_R1_001.fastq.U033_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_6,U033_6,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053461,AMPLICON,500,23317588,PRJNA306884,SAMN04370225,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15425882,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U033_Sample3_DuringRS,human,gut,fecal,SRX1501739,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U033_7_S71_L001_R1_001.fastq.U033_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U033_7,U033_7,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053462,AMPLICON,500,20540081,PRJNA306884,SAMN04370226,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13336564,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample1_BeforeRS,human,gut,fecal,SRX1501740,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_1_S98_L001_R1_001.fastq.U034_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_1,U034_1,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053463,AMPLICON,500,22177182,PRJNA306884,SAMN04370227,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14535410,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample2_BeforeRS,human,gut,fecal,SRX1501748,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_2_S128_L001_R1_001.fastq.U034_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_2,U034_2,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053488,AMPLICON,500,19094634,PRJNA306884,SAMN04370228,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12495386,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample3_BeforeRS,human,gut,fecal,SRX1501749,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_3_S99_L001_R1_001.fastq.U034_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_3,U034_3,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053489,AMPLICON,500,27021565,PRJNA306884,SAMN04370229,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17740249,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample4_BeforeRS,human,gut,fecal,SRX1501750,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_4_S148_L001_R1_001.fastq.U034_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_4,U034_4,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053511,AMPLICON,500,6683091,PRJNA306884,SAMN04370230,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",4415135,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample1_DuringRS,human,gut,fecal,SRX1501751,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_5_S169_L001_R1_001.fastq.U034_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_5,U034_5,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053512,AMPLICON,500,25307600,PRJNA306884,SAMN04370231,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16594309,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample2_DuringRS,human,gut,fecal,SRX1501752,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_6_S120_L001_R1_001.fastq.U034_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_6,U034_6,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053535,AMPLICON,500,12666543,PRJNA306884,SAMN04370232,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8454921,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample3_DuringRS,human,gut,fecal,SRX1501753,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_7_S43_L001_R1_001.fastq.U034_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_7,U034_7,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053536,AMPLICON,500,21582160,PRJNA306884,SAMN04370233,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14109936,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U034_Sample4_DuringRS,human,gut,fecal,SRX1501754,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U034_8_S55_L001_R1_001.fastq.U034_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U034_8,U034_8,MiSeqIllumina,SRP067761,2015-12-24T09:59:00Z,1
SRR3053537,AMPLICON,500,22915929,PRJNA306884,SAMN04370234,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15261970,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample1_BeforeRS,human,gut,fecal,SRX1501755,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_1_S89_L001_R1_001.fastq.U035_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_1,U035_1,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053538,AMPLICON,500,17415633,PRJNA306884,SAMN04370235,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11457049,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample2_BeforeRS,human,gut,fecal,SRX1501756,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_2_S18_L001_R1_001.fastq.U035_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_2,U035_2,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053539,AMPLICON,500,22075582,PRJNA306884,SAMN04370236,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14677435,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample3_BeforeRS,human,gut,fecal,SRX1501757,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_3_S30_L001_R1_001.fastq.U035_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_3,U035_3,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053540,AMPLICON,500,19076977,PRJNA306884,SAMN04370237,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12495849,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample4_BeforeRS,human,gut,fecal,SRX1501758,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_4_S54_L001_R1_001.fastq.U035_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_4,U035_4,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053541,AMPLICON,500,13639810,PRJNA306884,SAMN04370238,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9009978,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample1_DuringRS,human,gut,fecal,SRX1501759,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_5_S66_L001_R1_001.fastq.U035_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_5,U035_5,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053542,AMPLICON,500,21860175,PRJNA306884,SAMN04370239,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14952009,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample2_DuringRS,human,gut,fecal,SRX1501760,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_6_S78_L001_R1_001.fastq.U035_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_6,U035_6,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
SRR3053543,AMPLICON,500,13715320,PRJNA306884,SAMN04370240,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9236129,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U035_Sample3_DuringRS,human,gut,fecal,SRX1501761,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U035_7_S90_L001_R1_001.fastq.U035_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U035_7,U035_7,MiSeqIllumina,SRP067761,2015-12-24T09:58:00Z,1
